,key,latitude,longitude,confirmed_sum,death_sum,recovered_sum,incidence_rate_avg,active_sum,Case-Fatality_Ratio
34,"Aragon, Spain",41.5976,-0.9057,32266,1302,3772,2443.3092581626643,27192,4.035207338994607
35,"Aran, Azerbaijan",40.1431,47.5769,39042,574,36601,385.06091471939277,1867,1.4702115670303777
36,"Ararat Province, Armenia",40.0691,45.0382,47154,928,42551,1591.3019356554364,3675,1.968019680196802
37,"Arauca, Colombia",7.0762,-70.7105,1449,34,1122,552.6863838519456,293,2.346445824706694
38,"Araucania, Chile",-38.9489,-72.3311,6358,103,5770,664.2123473711482,485,1.620006291286568
39,"Arequipa, Peru",-15.843524,-72.475539,39046,1297,0,2607.586483237612,37749,3.321723095835681
40,"Arica y Parinacota, Chile",-18.594,-69.4785,7561,138,7030,3344.568890776226,393,1.8251554027245074
41,"Arizona, US",33.675903642,-111.46323212666667,212938,5449,0,2927.250678937341,207489,2.5589608242774893
42,"Arkansas, US",34.911889390266666,-92.43397826839998,73511,1181,0,2564.9724143124126,72330,1.6065622831957123
43,"Arkhangelsk Oblast, Russia",63.5589686,43.1221646,12290,257,9799,1064.0434690760744,2234,2.0911310008136694
44,"Artibonite Department, Haiti",18.9712,-72.2852,8600,221,6363,75.42183828803653,2016,2.5697674418604652
45,"Aruba, Netherlands",12.5211,-69.9683,3460,23,2128,3240.7320682614313,1309,0.6647398843930636
46,"Arunachal Pradesh, India",27.768456,96.384277,7005,13,5106,446.0482228751103,1886,0.185581727337616
47,"Assam, India",26.357149,92.830441,152858,540,123687,429.2915229485945,28631,0.35326904708945556
48,"Astrakhan Oblast, Russia",47.1878186,47.608851,6550,94,6144,643.725786573944,312,1.4351145038167938
49,"Asturias, Spain",43.3614,-5.8593,4340,341,1063,424.57237051276405,2936,7.857142857142857
50,"Atacama, Chile",-27.5661,-70.0503,6552,56,6083,2267.5674179079683,413,0.8547008547008548
51,"Atlantico, Colombia",10.6966,-74.8741,66512,3016,61671,2623.212544029482,1825,4.5345200866009145
52,"Australian Capital Territory, Australia",-35.4735,149.0124,113,3,110,26.395701938799345,0,2.6548672566371683
53,"Ayacucho, Peru",-14.091648,-74.08344,10410,286,0,1557.9167913798265,10124,2.7473583093179634
54,"Aysen, Chile",-45.9864,-73.7669,223,1,155,216.1732488028073,67,0.4484304932735426
55,"Azad Jammu and Kashmir, Pakistan",34.027401,73.947253,2517,67,2257,62.21933936261885,193,2.6618990862137464
56,"Baden-Wurttemberg, Germany",48.6616,9.3501,46779,1871,41228,422.5923532636833,3680,3.999657966181406
57,"Bahia, Brazil",-12.5797,-41.7007,294210,6221,280351,1978.1398103309448,7638,2.1144760545188808
58,"Baja California Sur, Mexico",26.0444,-111.6661,9374,428,8112,1164.8945953066204,834,4.5658203541711115
59,"Baja California, Mexico",30.8406,-115.2838,18501,3367,14561,508.98684628987917,573,18.199016269390846
60,"Baleares, Spain",39.710358,2.995148,12059,270,1533,1014.8793994378143,10256,2.2389916245128116
61,"Balochistan, Pakistan",28.328492,65.898403,14269,145,12969,115.59080030407291,1155,1.0161889410610414
62,"Bashkortostan Republic, Russia",54.8573563,57.1439682,8384,33,8158,206.33510800230246,193,0.3936068702290076
63,"Basilicata, Italy",40.63947052,15.80514834,631,28,438,112.10423739804466,165,4.437400950871632
64,"Bayern, Germany",48.7904,11.4979,64465,2648,56398,492.9752649765945,5419,4.107655316838595
65,"Beijing, China",40.1824,116.4142,935,9,926,4.340761374187558,0,0.9625668449197862
66,"Belgorod Oblast, Russia",50.7080119,37.5837615,8208,57,7521,529.5907543571228,630,0.6944444444444444
67,"Belize District, Belize",17.1899,-88.4976,1606,20,876,403.902208384366,710,1.2453300124533
68,"Beqaa Governorate, Lebanon",33.8547,35.8623,28297,286,11440,414.5812095392503,16571,1.0107078488885748
69,"Berlin, Germany",52.52,13.405,13064,227,11667,358.42588919196686,1170,1.7375995101041029
70,"Bermuda, United Kingdom",32.3078,-64.7505,180,9,166,289.0498289788512,5,5.0
71,"Bihar, India",25.679658,85.60484,165218,859,151750,132.3862964470027,12609,0.519919137140021
72,"Biobio, Chile",-37.4464,-72.1416,21564,286,19404,1385.144574946766,1874,1.3262845483212762
73,"Blekinge, Sweden",56.2784,15.018,624,17,0,390.96274576143753,607,2.7243589743589745
74,"Bolivar State, Venezuela",6.4238,-66.5897,65949,539,55155,231.92126950036442,10255,0.8172982152875707
75,"Bolivar, Colombia",8.6704,-74.03,27972,754,25630,1351.2325431981876,1588,2.6955526955526956
76,"Bonaire, Sint Eustatius and Saba, Netherlands",12.1784,-68.2385,36,1,17,137.294534914763,18,2.7777777777777777
77,"Bono East Region, Ghana",7.9465,-1.0232,45877,297,45081,147.64290928973742,499,0.6473832203500665
78,"Borgou, Benin",9.3077,2.3158,2280,40,1950,18.806918768463568,290,1.7543859649122806
79,"Borkou, Chad",15.4542,18.7322,1149,81,966,6.995067959611733,102,7.049608355091384
80,"Boyaca, Colombia",5.4545,-73.362,5995,117,4266,492.4526194043582,1612,1.9516263552960802
81,"Brandenburg, Germany",52.4125,12.5316,4117,173,3792,163.8987275455359,152,4.202088899684235
82,"Bremen, Germany",53.0793,8.8017,2192,59,2015,320.94362109911475,118,2.691605839416058
83,"British Columbia, Canada",53.7267,-127.6476,7842,223,5797,153.43626202499468,1822,2.8436623310380003
84,"British Virgin Islands, United Kingdom",18.4207,-64.64,69,1,48,228.19724178986007,20,1.4492753623188406
85,"Bryansk Oblast, Russia",52.8873315,33.41585300000001,8927,37,7288,737.1703295342128,1602,0.41447294723871403
86,"Buryatia Republic, Russia",52.7182426,109.492143,6152,62,5223,624.878746910903,867,1.0078023407022108
87,"C. Valenciana, Spain",39.484,-0.7533,34370,1541,9970,690.8585762041936,22859,4.483561245272039
88,"Cajamarca, Peru",-6.430284,-78.74559599999998,18433,441,0,1268.005778358671,17992,2.392448326371182
89,"Calabria, Italy",38.90597598,16.59440194,1810,98,1267,92.95727919693128,445,5.414364640883978
90,"Caldas, Colombia",5.2983,-75.2479,4653,106,3183,466.1133678268579,1364,2.278100150440576
91,"California, US",37.84396164603449,-120.72859416379308,783313,15018,0,1544.8584199971447,768295,1.917241256049625
92,"Callao, Peru",-11.954609,-77.136042,30730,1687,0,2719.7097088237892,29043,5.489749430523918
93,"Camagüey, Cuba",21.521757,-77.78116700000002,5055,113,4284,44.629393280393714,658,2.235410484668645
94,"Campania, Italy",40.83956555,14.25084984,10089,456,5060,173.8975457504466,4573,4.519774011299435
95,"Campeche, Mexico",19.8301,-90.5349,5851,800,4981,584.7392159037872,70,13.672876431379253
96,"Canarias, Spain",28.2916,-16.6291,11479,209,1537,520.1411390905165,9733,1.820716090251764
97,"Cantabria, Spain",43.1828,-3.9878,6058,231,2287,1041.5359302387556,3540,3.8131396500495214
98,"Capital District, Colombia",4.711,-74.0721,250490,6408,205741,3379.261648395441,38341,2.5581859555271667
99,"Caqueta, Colombia",0.8699,-73.8419,7759,274,6504,1932.556060066403,981,3.5313829101688365
100,"Cartago Province, Costa Rica",9.7489,-83.7534,63712,706,23552,1250.6983550034413,39454,1.1081115017579106
101,"Casanare, Colombia",5.7589,-71.5724,1771,41,1203,421.1612731389,527,2.3150762281197066
102,"Castilla - La Mancha, Spain",39.2796,-3.0977,34835,3065,6392,1711.8970827229361,25378,8.79862207549878
103,"Castilla y Leon, Spain",41.8357,-4.3976,38872,2931,8716,1614.46472677826,27225,7.540131714344516
104,"Castries, Saint Lucia",13.9094,-60.9789,27,0,26,14.70355989522352,1,0.0
105,"Catalonia, Spain",41.5912,1.5209,128901,5797,26203,1703.5905038980732,96901,4.497249827386909
106,"Cauca, Colombia",2.705,-76.82600000000002,8192,224,6257,559.3763827358093,1711,2.734375
107,"Cayman Islands, United Kingdom",19.3133,-81.2546,208,1,204,316.4942178940961,3,0.4807692307692308
108,"Ceara, Brazil",-5.4984,-39.3206,233600,8801,206727,2558.0158207146287,18072,3.767551369863013
109,"Central Albania, Albania",41.1533,20.1683,12226,358,6888,424.83841823615273,4980,2.928185833469655
110,"Central Kalimantan, Indonesia",-0.7893,113.9213,240687,9448,174350,87.99495967479899,56889,3.9254301229397512
111,"Central Province, Sri Lanka",7.873054,80.77179699999998,3283,13,3070,15.331628781245255,200,0.39597928723728293
112,"Central Serbia, Serbia",44.0165,21.0059,32840,740,0,375.8568081699642,32100,2.253349573690621
113,"Centrale Region, Togo",8.6195,0.8248,1659,41,1259,20.03928860163089,359,2.471368294153104
114,"Centre, Cameroon",3.848,11.5021,20431,416,19124,76.9649087330516,891,2.0361215799520336
115,"Centro Sur, Equatorial Guinea",1.6508,10.2679,5002,83,4509,356.5255508790187,410,1.6593362654938024
116,"Centro, Portugal",39.3999,-8.2245,68025,1899,45404,667.127142125394,20722,2.7916207276736493
117,"Cesar, Colombia",9.3373,-73.6536,17236,494,12740,1435.6466157021555,4002,2.866094221397076
118,"Ceuta, Spain",35.8894,-5.3213,441,9,163,519.8693842907496,269,2.0408163265306123
119,"Chandigarh, India",30.733839,76.76827800000002,9506,113,6415,820.5629306854802,2978,1.1887229118451506
120,"Channel Islands, United Kingdom",49.3723,-2.3644,644,48,575,377.7148253068933,21,7.453416149068323
121,"Chechen Republic, Russia",43.39761470000001,45.6985005,2374,40,1811,165.20747316770368,523,1.6849199663016006
122,"Chelyabinsk Oblast, Russia",54.4223954,61.1865846,14928,122,10969,427.3646192023214,3837,0.817256162915327
123,"Cherkasy Oblast, Ukraine",49.4444,32.0598,2983,48,1345,247.27463234166507,1590,1.609118337244385
124,"Chernihiv Oblast, Ukraine",51.4982,31.2893,3188,46,738,316.9789558983639,2404,1.4429109159347553
125,"Chernivtsi Oblast, Ukraine",48.2917,25.9352,12917,329,7514,1428.280777642878,5074,2.547031044360146
126,"Chhattisgarh, India",21.264705,82.035366,81617,645,44392,277.2671542087029,36580,0.790276535525687
127,"Chiapas, Mexico",16.7569,-93.1292,6427,1016,5354,112.1568653456227,57,15.808308697681655
128,"Chiba, Japan",35.510141,140.198917,3603,68,3174,57.56159314130373,361,1.8873161254510131
129,"Chihuahua, Mexico",28.63300000000001,-106.0691,9464,1276,7553,248.95521147382595,635,13.482671174978867
130,"Choco, Colombia",5.2528,-76.82600000000002,3930,154,3636,734.8184269276362,140,3.9185750636132317
131,"Chongqing, China",30.0572,107.874,584,6,577,1.8826563507414569,1,1.0273972602739725
132,"Chukotka Autonomous Okrug, Russia",66.0006475,169.4900869,182,2,172,368.809272918862,8,1.098901098901099
133,"Chuvashia Republic, Russia",55.4259922,47.0849429,8301,85,7047,674.2657277902912,1169,1.0239730152993616
134,"Ciudad de Mexico, Mexico",19.4326,-99.1332,116943,11545,98840,1296.680377152,6558,9.872330964657996
135,"Coahuila, Mexico",27.0587,-101.7068,24766,1723,22020,769.4362976586966,1023,6.95711863038036
136,"Coclé, Panama",8.538,-80.7821,105601,2247,80190,2447.431704323384,23164,2.1278207592731126
137,"Colima, Mexico",19.1223,-104.0072,4380,518,3567,557.8530553917517,295,11.826484018264841
138,"Colorado, US",38.935474467656235,-105.48623995937497,64336,2013,0,881.2097084263132,62323,3.1288858492912213
139,"Connecticut, US",41.61368014,-72.65682967875,55406,4492,0,1197.5309106266814,50914,8.107425188607733
140,"Copperbelt Province, Zambia",-13.133897,27.849332,14070,330,13365,76.53412573441756,375,2.345415778251599
141,"Coquimbo, Chile",-29.959,-71.3389,11497,192,10756,1517.5834822713198,549,1.6700008697921196
142,"Cordoba, Colombia",8.0493,-75.574,22745,1480,19406,1274.384617065492,1859,6.506924598812926
143,"Crimea Republic*, Ukraine",45.2835,34.2008,3573,47,2400,186.703355905297,1126,1.315421214665547
144,"Cundinamarca, Colombia",5.026,-74.03,30582,898,25087,1047.666029475242,4597,2.9363677980511413
145,"Curacao, Netherlands",12.1696,-68.99,247,1,88,150.51797684338817,158,0.4048582995951417
146,"Cusco, Peru",-13.191068,-72.153609,19135,387,0,1409.9918944808785,18748,2.0224719101123596
147,"Cuvette, Congo (Brazzaville)",-0.228,15.8277,4986,89,3887,90.35731916031843,1010,1.784997994384276
148,"Cyprus, Cyprus",35.1264,33.4299,1590,22,1282,131.69217823004058,286,1.3836477987421385
149,"Dadra and Nagar Haveli and Daman and Diu, India",20.194742,73.080901,2859,2,2639,464.33142122119654,218,0.06995452955578874
150,"Dagestan Republic, Russia",43.05749160000001,47.1332224,12514,543,10744,408.4356952039648,1227,4.3391401630174204
151,"Dalarna, Sweden",61.0917,14.6664,2365,174,0,821.2775119284915,2191,7.357293868921776
152,"Delaware, US",39.10927682333334,-75.53323745666665,18973,621,0,2033.1107108064334,18352,3.2730722605808253
153,"Delhi, India",28.646519,77.10898,238828,4907,201671,1276.4095751134014,32250,2.0546167116083542
154,"Departamento de Cabañas, El Salvador",13.7942,-88.8965,27428,808,21247,422.86694476473986,5373,2.945894706139711
155,"Dhaka Division, Bangladesh",23.685,90.3563,347372,4913,254386,210.92555796386702,88073,1.4143339129233214
156,"District of Columbia, US",38.90417773,-77.01655992,14902,619,0,2111.515567149227,14283,4.153804858408267
157,"Districts of Republican Subordination, Tajikistan",38.861,71.2761,9303,73,8066,97.53983217235456,1164,0.7846931097495432
158,"Distrito Federal, Brazil",-15.7998,-47.8645,183096,3048,170627,6072.296061245634,9421,1.6647004849914797
159,"Dnipropetrovsk Oblast, Ukraine",48.4647,35.0462,3878,89,1830,120.94270440736048,1959,2.294997421351212
160,"Donetsk Oblast, Ukraine",48.0159,37.8028,2371,35,982,56.9144586009125,1354,1.4761703922395615
161,"Drenthe, Netherlands",52.862485,6.6184350000000025,722,41,0,146.2479895965419,681,5.678670360110803
162,"Durango, Mexico",24.5593,-104.6588,8098,559,6859,433.2807560850853,680,6.90293899728328
163,"Ehime, Japan",33.624835,132.856842,114,6,108,8.512449457331346,0,5.263157894736842
164,"Emilia-Romagna, Italy",44.49436681,11.3417208,34225,4474,25313,767.4666782674292,4438,13.072315558802044
165,"England, United Kingdom",52.3555,-1.1743,336622,37076,0,601.3555519032749,299546,11.014134548544066
166,"Espirito Santo, Brazil",-19.1834,-40.3089,123720,3408,113545,3078.645813892725,6767,2.7546071774975753
167,"Extremadura, Spain",39.4937,-6.0679,8166,544,2652,766.4554205649582,4970,6.661768307616948
168,"Falkland Islands (Malvinas), United Kingdom",-51.7963,-59.5236,13,0,13,373.2414585127763,0,0.0
169,"Faroe Islands, Denmark",61.8926,-6.9118,431,0,412,882.0218970633377,19,0.0
170,"Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",43.9159,17.6791,25217,758,17489,768.6199922885014,6970,3.0059087123765713
171,"Flemish Brabant, Belgium",50.8333,4.469936,100748,9944,18945,869.2954106503615,71859,9.870171120022233
172,"Flevoland, Netherlands",52.550383,5.515162,1762,97,0,416.52778467262857,1665,5.50510783200908
173,"Florida, US",28.94075487910448,-82.70074390925375,679641,13287,0,3523.976717295195,666354,1.9550027146684794
174,"French Guiana, France",4.0,-53.0,9692,65,9341,3244.922693700993,286,0.6706562113082956
175,"French Polynesia, France",-17.6797,-149.4068,1271,2,1028,452.4677469882949,241,0.15735641227380015
176,"Friesland, Netherlands",53.087337,5.7925,1011,69,0,155.54875168665004,942,6.824925816023739
177,"Friuli Venezia Giulia, Italy",45.6494354,13.76813649,4345,350,3314,357.54842744523626,681,8.05523590333717
178,"Fujian, China",26.0789,117.9874,395,1,380,1.002283684344075,14,0.25316455696202533
179,"Fukui, Japan",35.846614,136.22465400000002,244,9,215,31.773439748312693,20,3.6885245901639343
180,"Fukuoka, Japan",33.526032,130.666949,5000,89,4629,97.96854386806066,282,1.78
181,"Fukushima, Japan",37.378867,140.223295,218,2,180,11.812395320774266,36,0.9174311926605505
182,"Gabès, Tunisia",33.886917,9.537499,9110,138,2366,77.08177047434819,6606,1.5148188803512623
183,"Galgaduud, Somalia",5.152149,46.199616,3401,98,2812,21.399063336382643,491,2.881505439576595
184,"Galicia, Spain",42.5751,-8.1339,18593,702,9204,688.5171718248982,8687,3.775614478567203
185,"Gansu, China",35.7518,104.2861,170,2,168,0.6446719757299962,0,1.1764705882352942
186,"Gavleborg, Sweden",61.3012,16.1534,3285,167,0,1143.0778545629162,3118,5.083713850837138
187,"Gelderland, Netherlands",52.061738,5.939114,9126,692,0,437.4980824103335,8434,7.582730659653738
188,"Georgia, US",32.80853214484278,-83.57742992610066,285660,6445,0,3019.3721178652295,279215,2.25617867394805
189,"Ghanzi District, Botswana",-22.3285,24.6849,2567,13,624,109.15856056981876,1930,0.506427736657577
190,"Ghazni Province, Afghanistan",33.93911,67.709953,38919,1437,32576,99.9760046286072,4906,3.692283974408387
191,"Gia Lai Province, Vietnam",14.058324,108.277199,1068,35,942,1.0972010965066137,91,3.2771535580524342
192,"Gibraltar, United Kingdom",36.1408,-5.3536,350,0,322,1038.8531061707874,28,0.0
193,"Gifu, Japan",35.778671,137.055925,597,10,552,30.05154065741898,35,1.675041876046901
194,"Gilgit-Baltistan, Pakistan",35.792146,74.982138,3450,81,3036,340.37632796097813,333,2.3478260869565215
195,"Gitega, Burundi",-3.3731,29.9189,473,1,374,3.9778715964914335,98,0.21141649048625794
196,"Goa, India",15.359682,74.057396,27379,335,21314,1726.02048857368,5730,1.2235655064100224
197,"Goias, Brazil",-15.827,-49.8362,182856,4135,172741,2605.3972199179466,5980,2.261342258389115
198,"Gotland, Sweden",57.4684,18.4867,324,6,0,542.8408672050397,318,1.8518518518518516
199,"Grand Bassa County, Liberia",6.4280550000000005,-9.429499,1335,82,1216,26.39551715145115,37,6.142322097378277
200,"Grande Comore, Comoros",-11.6455,43.3333,470,7,450,54.04814885090185,13,1.4893617021276597
201,"Greenland, Denmark",71.7069,-42.6043,14,0,14,24.660043683505954,0,0.0
202,"Groningen, Netherlands",53.217922,6.741514,1011,19,0,172.5650575387546,992,1.8793273986152326
203,"Guadeloupe, France",16.265,-61.551,3426,26,837,856.2281475631488,2563,0.7589025102159953
204,"Guainia, Colombia",2.5854,-68.5247,547,10,234,1136.8832356486678,303,1.8281535648994516
205,"Guam, US",13.4443,144.7937,2074,31,0,1262.8707475537208,2043,1.4946962391513983
206,"Guanajuato, Mexico",21.019,-101.2574,38340,2709,33126,615.5896390194561,2505,7.065727699530516
207,"Guangdong, China",23.3417,113.4244,1797,8,1767,1.5838180856689583,22,0.4451864218141347
208,"Guangxi, China",23.8298,108.7881,258,2,253,0.5237515225334958,3,0.7751937984496124
209,"Guaviare, Colombia",1.0654,-73.2603,628,11,417,758.7565092367731,200,1.7515923566878981
210,"Guerrero, Mexico",17.4392,-99.5451,17335,1811,14318,474.0162010452145,1206,10.447072396884916
211,"Guizhou, China",26.8154,106.8748,147,2,145,0.4083333333333333,0,1.3605442176870748
212,"Gujarat, India",22.694884,71.590923,120336,3286,100974,188.4006266932294,16076,2.7306874085892834
213,"Gunma, Japan",36.504479,138.985605,644,19,480,33.15390412961735,145,2.950310559006211
214,"Hadramaut Governorate, Yemen",15.552727,48.516388,2026,585,1221,6.79273846200063,220,28.8746298124383
215,"Hainan, China",19.1959,109.7453,171,6,165,1.8308351177730195,0,3.508771929824561
216,"Halland, Sweden",56.8967,12.8034,2356,83,0,705.710383168388,2273,3.5229202037351444
217,"Hamburg, Germany",53.5511,9.9937,7149,269,6129,388.28381162287866,751,3.7627640229402717
218,"Haryana, India",29.20004,76.332824,106261,1092,83878,376.749372054834,21291,1.0276583130217107
219,"Hawaii, US",20.99064747,-157.41445579999998,11298,119,0,418.44606390036836,11179,1.0532837670384139
220,"Hebei, China",37.8957,114.9042,365,6,356,0.4830598200105876,3,1.643835616438356
221,"Heilongjiang, China",47.862,127.7615,948,13,935,2.5125894513649616,0,1.3713080168776373
222,"Henan, China",33.882,113.614,1279,22,1254,1.3315981259760539,3,1.7200938232994525
223,"Hessen, Germany",50.6521,9.1624,17516,543,15649,279.54889783585804,1324,3.100022836263987
224,"Hidalgo, Mexico",20.0911,-98.7624,11930,1853,9478,386.53272049699103,599,15.532271584241409
225,"Himachal Pradesh, India",31.927213,77.233081,11622,111,7081,155.95907382693534,4430,0.9550851832731028
226,"Hiroshima, Japan",34.605309000000005,132.788719,472,3,461,16.832033070665652,8,0.6355932203389831
227,"Hokkaido, Japan",43.385711,142.552318,1933,106,1742,36.81870397781049,85,5.483704086911537
228,"Homs Governorate, Syria",34.802075,38.99681500000001,3765,170,932,21.513478036853126,2663,4.51527224435591
229,"Hong Kong, China",22.3,114.2,5009,103,4708,66.81349896785214,198,2.0562986624076665
230,"Huancavelica, Peru",-13.023888,-75.00277,5997,102,0,1641.6643854366275,5895,1.7008504252126064
231,"Huanuco, Peru",-9.421676,-76.040642,14919,366,0,1962.251742733132,14553,2.45324753669817
232,"Hubei, China",30.9756,112.2707,68139,4512,63627,115.1580192665202,0,6.62175846431559
233,"Huila, Colombia",2.5359,-75.5277,9380,282,6258,852.4281479408135,2840,3.0063965884861408
234,"Hunan, China",27.6104,111.7088,1019,4,1015,1.4770256558921582,0,0.39254170755642787
235,"Hyogo, Japan",35.039913,134.828057,2582,56,2349,47.23582605068613,177,2.168861347792409
236,"Ibaraki, Japan",36.303588,140.319591,623,16,568,21.780878765810805,39,2.568218298555377
237,"Ica, Peru",-14.235097,-75.574821,25278,1546,0,2592.0836751435604,23732,6.115990189097239
238,"Idaho, US",44.2634012584091,-114.46012491818179,37244,441,0,1579.9632897139206,36803,1.1840833422833208
239,"Illinois, US",39.84361770127451,-89.17833006960784,272798,8436,0,1441.0035806181918,264362,3.092398038108784
240,"Imereti, Georgia",42.3154,43.3569,3306,19,1481,82.87427851623455,1806,0.5747126436781609
241,"Indiana, US",39.83735316565217,-86.21856844913039,110759,3278,0,1346.4717832066463,107481,2.9595789055516932
242,"Ingushetia Republic, Russia",43.11542075,45.01713552,5136,78,4408,1052.3662873968071,650,1.5186915887850467
243,"Inner Mongolia, China",44.0935,113.9448,261,1,259,1.0299921073401737,1,0.38314176245210724
244,"Iowa, US",42.02991002353537,-93.46551942343434,79781,1265,0,2100.4457978298524,78516,1.5855905541419635
245,"Irkutsk Oblast, Russia",56.6370122,104.719221,18211,274,14815,757.4676762908168,3122,1.5045851408489375
246,"Ishikawa, Japan",36.769464,136.771027,750,44,636,65.92543042713525,70,5.866666666666666
247,"Islamabad, Pakistan",33.665087,73.121219,16124,180,15529,803.5595034715924,415,1.116348300669809
248,"Isle of Man, United Kingdom",54.2361,-4.5481,339,24,312,398.6734405870731,3,7.079646017699115
249,"Itasy, Madagascar",-18.766947,46.869107,16020,219,14630,57.852692239314116,1171,1.3670411985018727
250,"Ivano-Frankivsk Oblast, Ukraine",48.9226,24.7111,12212,277,5354,889.2759668291037,6581,2.2682607271536193
251,"Ivanovo Oblast, Russia",56.9167446,41.43521370000001,8184,130,6708,806.5867307415591,1346,1.5884652981427174
252,"Iwate, Japan",39.593287,141.361777,23,0,23,1.8747717669153319,0,0.0
253,"Jahra, Kuwait",29.31166,47.481766,99049,581,89498,2319.342906310011,8970,0.5865783602055548
254,"Jalisco, Mexico",20.6595,-103.3494,24400,2974,19623,290.1413880387786,1803,12.188524590163935
255,"Jammu and Kashmir, India",33.75943,76.612638,61041,966,39305,448.6224048824369,20770,1.5825428810144002
256,"Jamtland Harjedalen, Sweden",63.1712,14.9592,1222,64,0,934.1793440868436,1158,5.237315875613748
257,"Jewish Autonomous Okrug, Russia",48.57527615,132.66307460000002,772,10,642,476.50203068870593,120,1.2953367875647668
258,"Jharkhand, India",23.654536,85.557631,68578,602,54052,177.69107218572196,13924,0.8778325410481496
259,"Jiangsu, China",32.9711,119.455,665,0,664,0.8259843497702148,1,0.0
260,"Jiangxi, China",27.614,115.7221,935,1,934,2.011617900172117,0,0.10695187165775401
261,"Jilin, China",43.6661,126.1923,157,2,155,0.5806213017751479,0,1.2738853503184715
262,"Jonglei, South Sudan",6.877000000000002,31.307,2642,49,1290,23.602501007483745,1303,1.854655563966692
263,"Jonkoping, Sweden",57.3708,14.3439,5224,181,0,1436.747625818553,5043,3.464777947932619
264,"Judea and Samaria, West Bank and Gaza",31.9522,35.2332,35003,253,23446,686.1428277952631,11304,0.7227951889838014
265,"Jufra, Libya",26.3351,17.228331,27234,436,14679,396.34496419666357,12119,1.6009400014687523
266,"Junin, Peru",-11.541783,-74.876968,17991,723,0,1321.4102093279469,17268,4.018676004669001
267,"Kabardino-Balkarian Republic, Russia",43.4806048,43.5978976,7191,86,6344,830.5344710496772,761,1.1959393686552635
268,"Kagawa, Japan",34.217292,133.969047,94,2,82,9.829068319344339,10,2.127659574468085
269,"Kagoshima, Japan",31.009484000000004,130.430665,377,12,354,23.52907400923563,11,3.183023872679045
270,"Kaliningrad Oblast, Russia",54.7293041,21.1489473,3941,67,3118,396.2400927408937,756,1.700076122811469
271,"Kalmar, Sweden",57.235,16.1849,911,64,0,371.16107005206845,847,7.025246981339188
272,"Kalmykia Republic, Russia",46.2313018,45.3275745,5681,65,3332,2062.720350891207,2284,1.1441647597254003
273,"Kaluga Oblast, Russia",54.4382773,35.5272854,8672,72,7367,856.8695803394279,1233,0.8302583025830259
274,"Kamchatka Krai, Russia",57.1914882,160.03838190000005,4224,67,3250,1338.5854219681391,907,1.5861742424242424
275,"Kanagawa, Japan",35.415312,139.338983,6327,136,5484,68.78468859572259,707,2.149517938991623
276,"Kankan, Guinea",9.9456,-9.6966,10286,63,9681,78.32302529424055,542,0.612482986583706
277,"Kansas, US",38.485378896857135,-98.08455153209523,52486,594,0,1383.1171072253428,51892,1.1317303661928897
278,"Karachay-Cherkess Republic, Russia",43.7368326,41.7267991,6285,28,4703,1347.8302827548493,1554,0.44550517104216386
279,"Karaganda Region, Kazakhstan",48.0196,66.9237,107262,1671,101877,571.250326268605,3714,1.557867651171897
280,"Karelia Republic, Russia",62.61940309999999,33.4920267,3610,16,2635,579.9345846640235,959,0.443213296398892
281,"Karnataka, India",14.70518,76.166436,502982,7808,394026,744.4671456667662,101148,1.552341833306162
282,"Kasai, Congo (Kinshasa)",-4.0383,21.7587,10488,268,9891,11.710401502861655,329,2.555301296720061
283,"Kaunas County, Lithuania",55.1694,23.8813,3664,87,2197,134.59251784618178,1380,2.3744541484716155
284,"Kemerovo Oblast, Russia",54.53357809999999,87.342861,8323,67,6281,308.8452645519628,1975,0.8049981977652289
285,"Kentucky, US",37.62214385000001,-85.19989061799998,61106,1108,0,1120.724105395922,59998,1.8132425621051944
286,"Kerala, India",10.450898,76.405749,126381,501,90085,354.0139267719107,35795,0.3964203479953474
287,"Khabarovsk Krai, Russia",51.6312684,136.121524,11325,101,9144,852.5922568813417,2080,0.8918322295805741
288,"Khakassia Republic, Russia",53.72258845,91.44293627,3963,47,3366,737.2844935843412,550,1.1859702245773405
289,"Khanty-Mansi Autonomous Okrug, Russia",61.0259025,69.0982628,21077,179,20289,1375.5651029242752,609,0.849266973478199
290,"Kharkiv Oblast, Ukraine",49.9935,36.2304,14464,295,4102,540.5894308487299,10067,2.039546460176991
291,"Kherson Oblast, Ukraine",46.6354,32.6169,790,20,436,76.13430476851316,334,2.5316455696202533
292,"Khmelnytskyi Oblast, Ukraine",49.423,26.9871,4481,90,2044,354.3118751013082,2347,2.008480249944209
293,"Khyber Pakhtunkhwa, Pakistan",34.485332,72.09169,37317,1258,35500,122.25713863648943,559,3.371117721145858
294,"Kiev Oblast, Ukraine",50.053,30.7667,7611,156,4929,430.50103510300124,2526,2.0496649586125346
295,"Kiev, Ukraine",50.4501,30.5234,19140,312,5828,648.6376575843839,13000,1.6300940438871474
296,"Kirov Oblast, Russia",57.9665589,49.4074599,7769,120,5512,605.4215975524414,2137,1.5446003346634058
297,"Kirovohrad Oblast, Ukraine",48.5079,32.2623,973,52,777,102.90318111488668,144,5.344295991778006
298,"Kochi, Japan",33.422519,133.367307,137,4,129,19.626691727707588,4,2.9197080291970803
