,key,latitude,longitude,confirmed_sum,death_sum,recovered_sum,incidence_rate_avg,active_sum,Case-Fatality_Ratio
299,"Komi Republic, Russia",63.9881421,54.3326073,7432,97,6376,883.8433390060092,959,1.3051668460710442
300,"Kostroma Oblast, Russia",58.424756,44.2533273,4277,58,3148,664.8282980271216,1071,1.3560907177928454
301,"Krasnodar Krai, Russia",45.7684014,39.0261044,12937,241,10164,230.876857347834,2532,1.8628739274947823
302,"Krasnoyarsk Krai, Russia",63.3233807,97.0979974,18852,530,14706,655.3804853611875,3616,2.8113727986420542
303,"Kronoberg, Sweden",56.7183,14.4115,1548,116,0,768.3564220798238,1432,7.493540051679587
304,"Kumamoto, Japan",32.608154,130.74523100000002,570,8,537,32.61677520804639,25,1.4035087719298245
305,"Kurgan Oblast, Russia",55.7655302,64.5632681,3472,26,2973,410.62661953291223,473,0.748847926267281
306,"Kursk Oblast, Russia",51.6568453,36.4852695,7682,56,6483,688.8221965375969,1143,0.7289768289507941
307,"Kyoto, Japan",35.253815,135.443341,1672,25,1554,64.7320106374206,93,1.4952153110047848
308,"La Guajira, Colombia",11.3548,-72.5205,7207,275,5698,818.4564368129373,1234,3.8157347023726933
309,"La Libertad, Peru",-7.92139,-78.370238,26715,2158,0,1324.6231654105513,24557,8.077858880778589
310,"La Pampa, Argentina",-38.4161,-63.6167,622934,12799,478077,1378.3013399681124,132058,2.0546317908478264
311,"La Rioja, Spain",42.2871,-2.5396,7333,393,3107,2338.545337419596,3833,5.359334515205236
312,"Ladakh, India",34.1526,77.5771,3635,48,2600,1325.2445413414318,987,1.3204951856946356
313,"Lakshadweep, India",13.6999972,72.18333259999999,0,0,0,0.0,0,
314,"Lambayeque, Peru",-6.353049,-79.824113,24711,1650,0,1885.1846200793411,23061,6.677188296709967
315,"Lazio, Italy",41.89277044,12.48366722,14179,890,7751,241.17710894319896,5538,6.276888356019465
316,"Leningrad Oblast, Russia",60.1853296,32.3925325,7519,91,5358,414.5403943950213,2070,1.2102673227822849
317,"Liaoning, China",41.2956,122.6085,265,2,262,0.6079376003670567,1,0.7547169811320755
318,"Liguria, Italy",44.41149315,8.9326992,12407,1588,9386,800.1212402620853,1433,12.799226243249779
319,"Lima, Peru",-11.766533,-76.60449799999998,349167,14009,0,3285.195465023287,335158,4.012120274825513
320,"Limburg, Netherlands",51.209227,5.93387,5990,760,0,536.1613532390322,5230,12.687813021702837
321,"Lipetsk Oblast, Russia",52.6935178,39.1122664,5715,37,5113,496.86967756070464,565,0.647419072615923
322,"Lombardia, Italy",45.46679409,9.190347404,104547,16917,78695,1039.175299540563,8935,16.181239059944332
323,"Loreto, Peru",-4.124847,-74.424115,17506,940,0,1703.5811599844296,16566,5.369587569976008
324,"Los Lagos, Chile",-41.9198,-72.1416,8086,85,7312,975.7357235600476,689,1.0511996042542666
325,"Los Rios, Chile",-40.231,-72.3311,1500,15,1254,389.77541140794676,231,1.0
326,"Louisiana, US",31.092427383437492,-91.82418665609377,160093,5172,0,3733.9031317983195,154921,3.2306222008457586
327,"Lower River, Gambia",13.4432,-15.3101,3504,108,1992,144.9932634408424,1404,3.0821917808219177
328,"Luang Prabang, Laos",19.85627,102.495496,23,0,22,0.3161270423868636,1,0.0
329,"Luhansk Oblast, Ukraine",48.574,39.3078,735,5,399,34.156925746561186,331,0.6802721088435374
330,"Lviv Oblast, Ukraine",49.8397,24.0297,18129,515,6040,718.8282730397566,11574,2.8407523856804016
331,"Maan, Jordan",31.24,36.51,4540,30,2672,44.49610610067096,1838,0.6607929515418502
332,"Macau, China",22.1667,113.55,46,0,46,7.084094360136879,0,0.0
333,"Madhya Pradesh, India",23.541513,78.289633,100458,1901,76952,117.68886841587171,21605,1.8923331143363396
334,"Madre de Dios, Peru",-11.972699,-70.53171999999998,7366,136,0,4238.204833141542,7230,1.8463209340211784
335,"Madrid, Spain",40.4168,-3.7038,187045,8999,40736,2816.2433757038348,137310,4.811141703868054
336,"Magadan Oblast, Russia",62.48858785,153.9903764,2522,23,1971,1750.2828073925505,528,0.9119746233148296
337,"Magallanes, Chile",-52.368,-70.9863,6273,64,4924,3766.8209904343294,1285,1.0202454965726127
338,"Magdalena, Colombia",10.4113,-74.4057,14454,789,12119,1077.2530717438324,1546,5.4586965545869655
339,"Maharashtra, India",19.449759,76.108221,1167496,31791,834432,948.0720829266996,301273,2.7230071880331925
340,"Maine, US",44.68768840625,-69.523768628125,5034,139,0,225.15414690457158,4895,2.7612236789829163
341,"Malanje, Angola",-11.2027,17.8739,3901,147,1445,11.869312329589718,2309,3.76826454755191
342,"Manipur, India",24.738975,93.882541,8607,52,6629,278.40448707685,1926,0.6041594051353549
343,"Manitoba, Canada",53.7609,-98.8139,1558,16,1211,113.10205246105856,331,1.0269576379974326
344,"Manufahi, Timor-Leste",-8.874217,125.727539,27,0,26,2.0478716545741107,1,0.0
345,"Manzini, Eswatini",-26.5225,31.4659,5245,104,4571,452.09125606379786,570,1.9828408007626313
346,"Maranhao, Brazil",-4.9609,-45.2744,167333,3643,157810,2365.070236365685,5880,2.177095970310698
347,"Marche, Italy",43.61675973,13.5188753,7703,989,6093,505.02500867059035,621,12.839153576528625
348,"Mari El Republic, Russia",56.5767504,47.8817512,4612,47,4075,675.9163047954593,490,1.0190806591500434
349,"Martinique, France",14.6415,-61.0242,1122,18,98,298.98871464165325,1006,1.6042780748663104
350,"Maryland, US",39.014920690416666,-76.67546760874998,119744,3865,0,1498.3643167182465,115879,3.2277191341528595
351,"Massachusetts, US",42.17639998153847,-71.57704993461539,124797,9290,0,1429.4307498409673,115507,7.4440892008622
352,"Matagalpa, Nicaragua",12.865416,-85.207229,4961,147,2913,74.88806038866919,1901,2.9631122757508566
353,"Mato Grosso do Sul, Brazil",-20.7722,-54.7852,63466,1162,56313,2283.782645900339,5991,1.830901585100684
354,"Mato Grosso, Brazil",-12.6819,-56.9211,112242,3214,92468,3221.2109402129336,16560,2.863455747402933
355,"Maule, Chile",-35.5183,-71.6885,14317,297,12693,1370.1134025551462,1327,2.0744569393029266
356,"Mayotte, France",-12.8275,45.166244,3541,40,2964,1297.9586749898285,537,1.1296243998870377
357,"Mecklenburg-Vorpommern, Germany",53.6127,12.4296,1105,20,1014,68.64739776662991,71,1.809954751131222
358,"Meghalaya, India",25.536934,91.278882,4445,32,2437,132.02800359995368,1976,0.7199100112485939
359,"Melilla, Spain",35.2923,-2.9381,664,4,125,784.0451534437766,535,0.6024096385542169
360,"Meru, Kenya",-0.0236,37.9062,36829,646,23777,68.4919278499869,12406,1.7540525129653262
361,"Meta, Colombia",3.272,-73.0877,14066,366,11374,1352.8616303204124,2326,2.602019053035689
362,"Metropolitana, Chile",-33.4376,-70.6505,282535,8998,269784,3972.2005711387123,3753,3.1847381740315357
363,"Mexico, Mexico",19.4969,-99.7233,76784,8936,64292,440.58368846537627,3556,11.637841216920192
364,"Michigan, US",44.04362008975902,-85.18169553542172,122121,6889,0,685.1587301762429,115232,5.641126423792795
365,"Michoacan, Mexico",19.5665,-101.7068,18684,1480,15891,387.2009808096778,1313,7.921216013701563
366,"Midlands, Zimbabwe",-19.015438,29.154857,7672,225,5914,51.6183656153327,1533,2.93274244004171
367,"Mie, Japan",34.508018,136.376013,469,5,388,26.33526533481725,76,1.0660980810234542
368,"Minas Gerais, Brazil",-18.5122,-44.555,268009,6656,233463,1266.0571876778415,27890,2.4834986884768795
369,"Minnesota, US",45.55201297954022,-94.43095302689653,88534,1963,0,1261.0905289692173,86571,2.217227279915061
370,"Minsk Region, Belarus",53.7098,27.9534,75461,776,73212,798.5864804465845,1473,1.0283457680126158
371,"Mississippi, US",32.792726566585365,-89.64572580048781,93087,2809,0,3625.542447800062,90278,3.0176071846767
372,"Missouri, US",38.456764881637945,-92.4994868846552,112864,1825,0,1432.3361520297208,111039,1.6169903600793876
373,"Miyagi, Japan",38.446859,140.927086,365,2,263,15.825769121539741,100,0.547945205479452
374,"Miyazaki, Japan",32.193203999999994,131.299374,365,1,340,34.00723562169419,24,0.273972602739726
375,"Mizoram, India",23.309381,92.83822,1548,0,973,124.91486745144621,575,0.0
376,"Molise, Italy",41.55774754,14.65916051,586,23,459,191.7432603552813,104,3.9249146757679183
377,"Montana, US",46.97469113196428,-109.70039488214286,10163,156,0,874.9081308536685,10007,1.5349798287907115
378,"Monte Plata, Dominican Republic",18.7357,-70.1627,107700,2044,80820,992.8185205178804,24836,1.8978644382544103
379,"Montserrat, United Kingdom",16.742498,-62.187366,13,1,12,260.05201040208044,0,7.6923076923076925
380,"Moquegua, Peru",-16.860271,-70.839046,11703,253,0,6073.170731707317,11450,2.161838844740665
381,"Mordovia Republic, Russia",54.4419829,44.4661144,6057,40,5025,752.3700214643452,992,0.6603929337956084
382,"Morelos, Mexico",18.6813,-99.1013,5699,1054,4449,278.80813558128,196,18.494472714511318
383,"Morona Santiago, Ecuador",-1.8312,-78.1834,125620,11084,97063,712.0080076812072,17473,8.82343575863716
384,"Moscow Oblast, Russia",55.50431579999999,38.0353929,71348,1278,54355,950.8775039532158,15715,1.7912204967203007
